,Valores reais,Valores preditos,Erros relativos,Meses,Marca,Modelo,Ano-modelo
3784,56652.0,56338.42630873912,-313.5736912608845,Mês 24,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2019.0
3797,58784.0,57831.18181818182,-952.8181818181764,Mês 13,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2020.0
3798,60838.0,57918.68181818182,-2919.3181818181765,Mês 14,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2020.0
3799,61255.0,57925.158402203866,-3329.841597796134,Mês 15,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2020.0
3800,61744.0,58122.02043158862,-3621.979568411378,Mês 16,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2020.0
3801,64831.0,58393.16260400145,-6437.837395998547,Mês 17,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2020.0
3802,67245.0,58666.260329419085,-8578.739670580915,Mês 18,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2020.0
3803,68454.0,58855.23172373342,-9598.76827626658,Mês 19,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2020.0
3804,72900.0,58992.0302345123,-13907.969765487702,Mês 20,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2020.0
3805,72780.0,59068.53892810837,-13711.46107189163,Mês 21,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2020.0
3806,73460.0,59114.21581194045,-14345.784188059552,Mês 22,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2020.0
3807,73388.0,59103.30594819648,-14284.694051803526,Mês 23,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2020.0
3808,74500.0,59248.61328993448,-15251.38671006552,Mês 24,Honda,CITY Sedan DX 1.5 Flex 16V Mec.,2020.0
3821,49966.0,49078.5303030303,-887.4696969697034,Mês 13,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2015.0
3822,48780.0,49008.34343434343,228.34343434342736,Mês 14,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2015.0
3823,48684.0,48977.40350474441,293.4035047444122,Mês 15,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2015.0
3824,49819.0,48958.39223038465,-860.6077696153516,Mês 16,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2015.0
3825,49965.0,48947.374008295374,-1017.6259917046264,Mês 17,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2015.0
3826,50316.0,48935.43794412855,-1380.5620558714509,Mês 18,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2015.0
3827,50235.0,48929.18800971088,-1305.8119902891194,Mês 19,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2015.0
3828,50578.0,48833.60758454207,-1744.392415457929,Mês 20,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2015.0
3829,49929.0,48726.80998690592,-1202.1900130940849,Mês 21,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2015.0
3830,50627.0,48625.67345136638,-2001.3265486336168,Mês 22,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2015.0
3831,50712.0,48536.48488942401,-2175.515110575987,Mês 23,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2015.0
3832,51385.0,48474.20286207512,-2910.7971379248847,Mês 24,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2015.0
3845,53181.0,53710.045454545456,529.0454545454559,Mês 13,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2016.0
3846,53175.0,53906.21212121212,731.2121212121201,Mês 14,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2016.0
3847,53003.0,54085.9474288338,1082.9474288337951,Mês 15,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2016.0
3848,53703.0,54246.28183348638,543.2818334863769,Mês 16,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2016.0
3849,54412.0,54372.07858080345,-39.92141919655114,Mês 17,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2016.0
3850,54380.0,54446.76446358288,66.76446358288376,Mês 18,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2016.0
3851,53985.0,54545.20570513106,560.2057051310621,Mês 19,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2016.0
3852,54695.0,54726.350187941534,31.350187941534383,Mês 20,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2016.0
3853,54643.0,54947.29105721318,304.29105721318047,Mês 21,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2016.0
3854,55106.0,55143.862965275,37.86296527500235,Mês 22,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2016.0
3855,54060.0,55316.83955221136,1256.839552211357,Mês 23,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2016.0
3856,54782.0,55471.87516970492,689.8751697049156,Mês 24,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2016.0
3869,57714.0,57848.72727272727,134.72727272727207,Mês 13,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2017.0
3870,57692.0,58156.833333333336,464.83333333333576,Mês 14,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2017.0
3871,57489.0,58432.94168962351,943.9416896235124,Mês 15,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2017.0
3872,57481.0,58624.124043464966,1143.1240434649662,Mês 16,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2017.0
3873,58229.0,58867.12740814946,638.127408149463,Mês 17,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2017.0
3874,58950.0,59205.71716514704,255.7171651470344,Mês 18,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2017.0
3875,59550.0,59503.69468622794,-46.30531377206353,Mês 19,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2017.0
3876,59135.0,59707.55635834427,572.5563583442708,Mês 20,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2017.0
3877,57952.0,59973.81004148901,2021.8100414890068,Mês 21,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2017.0
3878,58729.0,60269.88057242392,1540.880572423921,Mês 22,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2017.0
3879,59500.0,60555.11961178463,1055.1196117846266,Mês 23,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2017.0
3880,60002.0,60768.71648673114,766.7164867311367,Mês 24,Honda,Fit DX 1.5 Flexone 16V 5p Aut.,2017.0
3893,123733.0,130294.22727272728,6561.227272727279,Mês 13,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3894,120925.0,130593.01515151517,9668.015151515152,Mês 14,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3895,119773.0,130758.87350780531,10985.873507805329,Mês 15,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3896,119200.0,130772.0021426385,11572.002142638506,Mês 16,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3897,121636.0,130563.48243569766,8927.48243569766,Mês 17,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3898,125200.0,130394.09242602024,5194.09242602023,Mês 18,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3899,120317.0,130357.48987816104,10040.48987816104,Mês 19,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3900,119115.0,130436.6822798327,11321.682279832705,Mês 20,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3901,117635.0,130566.5983663876,12931.59836638761,Mês 21,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3902,115594.0,130978.41001452904,15384.410014529043,Mês 22,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3903,114192.0,131474.1468317606,17282.14683176059,Mês 23,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3904,113265.0,131608.64092074227,18343.64092074227,Mês 24,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3917,134793.0,137251.12121212122,2458.121212121216,Mês 16,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2016.0
3918,133926.0,134984.69191919192,1058.691919191915,Mês 17,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2016.0
3919,130045.0,132662.38674625038,2617.386746250384,Mês 18,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2016.0
3920,131407.0,130381.03930721356,-1025.960692786437,Mês 19,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2016.0
3921,133136.0,128290.89180912275,-4845.108190877232,Mês 20,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2016.0
3922,133819.0,126111.92063103746,-7707.0793689625425,Mês 21,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2016.0
3923,133671.0,124236.4639780242,-9434.536021975817,Mês 22,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2016.0
3924,131155.0,122296.0556847169,-8858.944315283094,Mês 23,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2016.0
3925,128787.0,120428.7326279728,-8358.267372027214,Mês 24,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2016.0
3926,130465.0,118653.75389997836,-11811.246100021644,Mês 25,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2016.0
3927,132228.0,116678.55199168394,-15549.44800831606,Mês 26,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2016.0
3928,132483.0,114390.24851244393,-18092.75148755609,Mês 27,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2016.0
3936,45256.0,44335.86363636363,-920.1363636363676,Mês 13,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3937,45252.0,44266.74242424242,-985.257575757576,Mês 14,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3938,45255.0,44203.76882460973,-1051.2311753902686,Mês 15,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3939,45310.0,44163.1793694521,-1146.8206305479034,Mês 16,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3940,45415.0,44141.35848266874,-1273.6415173312562,Mês 17,Honda,Fit CX 1.4 Flex 16V 5p Aut.,2015.0
3941,72832.0,72936.9696969697,104.96969696969607,Mês 22,Honda,Fit DX 1.5 Flexone 16V 5p Mec.,2020.0
3942,71214.0,74729.27777777778,3515.277777777781,Mês 23,Honda,Fit DX 1.5 Flexone 16V 5p Mec.,2020.0
3943,74774.0,76596.72023262932,1822.720232629319,Mês 24,Honda,Fit DX 1.5 Flexone 16V 5p Mec.,2020.0
3944,75895.0,78796.3430007142,2901.343000714201,Mês 25,Honda,Fit DX 1.5 Flexone 16V 5p Mec.,2020.0
3945,76414.0,80818.27698395029,4404.276983950287,Mês 26,Honda,Fit DX 1.5 Flexone 16V 5p Mec.,2020.0
3946,76540.0,82656.47640095989,6116.476400959888,Mês 27,Honda,Fit DX 1.5 Flexone 16V 5p Mec.,2020.0
3947,77875.0,83980.69939709618,6105.699397096178,Mês 28,Honda,Fit DX 1.5 Flexone 16V 5p Mec.,2020.0
3948,78498.0,85587.58113129484,7089.581131294835,Mês 29,Honda,Fit DX 1.5 Flexone 16V 5p Mec.,2020.0
3949,76942.0,86980.5886224796,10038.588622479598,Mês 30,Honda,Fit DX 1.5 Flexone 16V 5p Mec.,2020.0
3950,76950.0,88799.61765021255,11849.617650212544,Mês 31,Honda,Fit DX 1.5 Flexone 16V 5p Mec.,2020.0
3951,76788.0,90593.705355865,13805.705355864991,Mês 32,Honda,Fit DX 1.5 Flexone 16V 5p Mec.,2020.0
3952,77931.0,92533.76391869492,14602.763918694924,Mês 33,Honda,Fit DX 1.5 Flexone 16V 5p Mec.,2020.0
3956,77289.0,76917.19696969698,-371.80303030302457,Mês 13,Honda,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,2016.0
3957,77219.0,76818.898989899,-400.10101010100334,Mês 14,Honda,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,2016.0
3958,75635.0,76701.02303336395,1066.0230333639483,Mês 15,Honda,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,2016.0
3959,75734.0,76450.14756147332,716.1475614733208,Mês 16,Honda,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,2016.0
3960,76017.0,76216.6307337996,199.6307337995968,Mês 17,Honda,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,2016.0
3961,74988.0,75922.35916531915,934.3591653191544,Mês 18,Honda,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,2016.0
3962,73956.0,75766.7259800513,1810.7259800512984,Mês 19,Honda,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,2016.0
3963,74344.0,75426.53207399788,1082.532073997878,Mês 20,Honda,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,2016.0
3964,73798.0,75282.83144259095,1484.8314425909484,Mês 21,Honda,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,2016.0
3965,73439.0,75129.07005189697,1690.070051896968,Mês 22,Honda,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,2016.0
3966,73976.0,74951.80495024785,975.8049502478534,Mês 23,Honda,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,2016.0
3967,73421.0,74600.81193356882,1179.8119335688243,Mês 24,Honda,Civic Sedan EXR 2.0 Flexone 16V Aut. 4p,2016.0
3980,106152.0,107532.96969696968,1380.9696969696815,Mês 13,Honda,Civic Coupe Si 2.4 16V 206cv Mec. 2p,2015.0
3981,105781.0,107416.12626262626,1635.1262626262617,Mês 14,Honda,Civic Coupe Si 2.4 16V 206cv Mec. 2p,2015.0
3982,105446.0,107302.7000306091,1856.7000306091068,Mês 15,Honda,Civic Coupe Si 2.4 16V 206cv Mec. 2p,2015.0
3983,105133.0,107192.32295173958,2059.322951739581,Mês 16,Honda,Civic Coupe Si 2.4 16V 206cv Mec. 2p,2015.0
3984,107054.0,107101.01563306771,47.01563306772732,Mês 17,Honda,Civic Coupe Si 2.4 16V 206cv Mec. 2p,2015.0
3985,106591.0,106856.90937703224,265.9093770322361,Mês 18,Honda,Civic Coupe Si 2.4 16V 206cv Mec. 2p,2015.0
3986,106100.0,106674.29729475452,574.2972947545204,Mês 19,Honda,Civic Coupe Si 2.4 16V 206cv Mec. 2p,2015.0
3987,105325.0,106507.19742548883,1182.1974254888337,Mês 20,Honda,Civic Coupe Si 2.4 16V 206cv Mec. 2p,2015.0
3988,104450.0,106390.23257125184,1940.232571251836,Mês 21,Honda,Civic Coupe Si 2.4 16V 206cv Mec. 2p,2015.0
3989,105985.0,106359.3613674742,374.3613674742082,Mês 22,Honda,Civic Coupe Si 2.4 16V 206cv Mec. 2p,2015.0
3990,104693.0,106485.3558576835,1792.3558576835055,Mês 23,Honda,Civic Coupe Si 2.4 16V 206cv Mec. 2p,2015.0
3991,103389.0,106343.68057035012,2954.680570350116,Mês 24,Honda,Civic Coupe Si 2.4 16V 206cv Mec. 2p,2015.0
4004,45049.0,46080.833333333336,1031.8333333333358,Mês 13,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0
4005,45234.0,46320.12626262627,1086.1262626262687,Mês 14,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0
4006,44374.0,46512.14562289562,2138.145622895623,Mês 15,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0
4007,45387.0,46734.16569737782,1347.1656973778229,Mês 16,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0
4008,45636.0,47014.39796534368,1378.3979653436763,Mês 17,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0
4009,46726.0,47298.9577000234,572.9577000233985,Mês 18,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0
4010,46215.0,47512.746529656506,1297.746529656506,Mês 19,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0
4011,46825.0,47785.45174037834,960.4517403783392,Mês 20,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0
4012,46263.0,48014.61566393221,1751.615663932207,Mês 21,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0
4013,46266.0,48242.34399804741,1976.3439980474068,Mês 22,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0
4014,46055.0,48495.31742850713,2440.317428507129,Mês 23,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0
4015,45612.0,48684.3724267846,3072.3724267845973,Mês 24,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0
4028,47399.0,47772.37878787879,373.3787878787916,Mês 13,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2016.0
4029,47390.0,47708.9898989899,318.9898989899011,Mês 14,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2016.0
4030,47308.0,47594.72689011326,286.7268901132629,Mês 15,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2016.0
4031,47923.0,47404.92212529335,-518.0778747066506,Mês 16,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2016.0
4032,47050.0,47261.81606507378,211.81606507377728,Mês 17,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2016.0
4033,47680.0,47239.42061544949,-440.5793845505104,Mês 18,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2016.0
4034,47487.0,47225.21989178042,-261.78010821958014,Mês 19,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2016.0
4035,48109.0,47094.781626186064,-1014.2183738139356,Mês 20,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2016.0
4036,48106.0,47084.79333758541,-1021.2066624145882,Mês 21,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2016.0
4037,48603.0,47011.09160613972,-1591.9083938602853,Mês 22,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2016.0
4038,47450.0,46965.15020644308,-484.8497935569249,Mês 23,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2016.0
4039,48114.0,46861.63326717454,-1252.3667328254596,Mês 24,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2016.0
4052,50204.0,50388.68181818182,184.68181818182347,Mês 13,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017.0
4053,49962.0,50440.51515151516,478.5151515151592,Mês 14,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017.0
4054,49868.0,50454.89830119376,586.8983011937598,Mês 15,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017.0
4055,49866.0,50399.79484236302,533.7948423630223,Mês 16,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017.0
4056,50084.0,50404.49485326173,320.49485326172726,Mês 17,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017.0
4057,48928.0,50522.9072234435,1594.9072234435007,Mês 18,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017.0
4058,49601.0,50643.19213278003,1042.19213278003,Mês 19,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017.0
4059,49768.0,50670.34895628431,902.3489562843096,Mês 20,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017.0
4060,49669.0,50775.92810886066,1106.9281088606583,Mês 21,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017.0
4061,49750.0,50782.942026404045,1032.9420264040457,Mês 22,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017.0
4062,50456.0,50883.84263878643,427.8426387864311,Mês 23,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017.0
4063,49562.0,50870.69760561125,1308.6976056112471,Mês 24,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017.0
4076,50364.0,51368.93939393939,1004.9393939393922,Mês 13,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2018.0
4077,50332.0,51369.44949494951,1037.4494949495056,Mês 14,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2018.0
4078,50315.0,51393.66268748088,1078.662687480879,Mês 15,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2018.0
4079,50348.0,51402.98711866137,1054.9871186613673,Mês 16,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2018.0
4080,50966.0,51428.1016926226,462.1016926226002,Mês 17,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2018.0
4081,51312.0,51494.11867978325,182.1186797832488,Mês 18,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2018.0
4082,50667.0,51426.47004027219,759.4700402721865,Mês 19,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2018.0
4083,50113.0,51403.054338509726,1290.0543385097262,Mês 20,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2018.0
4084,49754.0,51387.96355251104,1633.9635525110352,Mês 21,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2018.0
4085,49599.0,51321.77942851991,1722.7794285199125,Mês 22,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2018.0
4086,49413.0,51286.1719502055,1873.1719502054984,Mês 23,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2018.0
4087,48931.0,51407.56897479294,2476.5689747929428,Mês 24,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2018.0
4100,52267.0,53648.43939393939,1381.4393939393922,Mês 13,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2019.0
4101,51650.0,53592.99494949496,1942.9949494949544,Mês 14,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2019.0
4102,50706.0,53472.23086929906,2766.2308692990628,Mês 15,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2019.0
4103,50171.0,53291.89414345475,3120.8941434547523,Mês 16,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2019.0
4104,49390.0,53028.54074220936,3638.540742209363,Mês 17,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2019.0
4105,48534.0,52828.89253402818,4294.8925340281785,Mês 18,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2019.0
4106,47887.0,52756.65519241344,4869.65519241344,Mês 19,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2019.0
4107,47529.0,52753.14665204706,5224.146652047057,Mês 20,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2019.0
4108,47694.0,52861.98427129733,5167.984271297333,Mês 21,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2019.0
4109,48478.0,52851.897461265246,4373.8974612652455,Mês 22,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2019.0
4110,49094.0,52790.64606586047,3696.64606586047,Mês 23,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2019.0
4111,50415.0,52646.30038132386,2231.300381323861,Mês 24,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2019.0
4124,45020.0,45415.06060606061,395.0606060606078,Mês 13,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2015.0
4125,44820.0,45457.77777777777,637.7777777777665,Mês 14,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2015.0
4126,44784.0,45507.761554943376,723.7615549433758,Mês 15,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2015.0
4127,44741.0,45568.52275278032,827.5227527803218,Mês 16,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2015.0
4128,44810.0,45662.51821861095,852.5182186109523,Mês 17,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2015.0
4129,44695.0,45717.064169137535,1022.0641691375348,Mês 18,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2015.0
4130,44236.0,45667.99582050886,1431.9958205088624,Mês 19,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2015.0
4131,44840.0,45680.6744994977,840.674499497698,Mês 20,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2015.0
4132,44820.0,45682.06444327787,862.0644432778718,Mês 21,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2015.0
4133,44695.0,45751.50825470457,1056.5082547045677,Mês 22,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2015.0
4134,44662.0,45781.53646797298,1119.5364679729828,Mês 23,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2015.0
4135,44010.0,45816.92977105642,1806.9297710564208,Mês 24,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2015.0
4148,52099.0,52483.25757575757,384.2575757575687,Mês 13,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2019.0
4149,52718.0,52354.70707070707,-363.29292929293297,Mês 14,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2019.0
4150,53061.0,52197.05226507499,-863.9477349250083,Mês 15,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2019.0
4151,53453.0,51992.04099071524,-1460.9590092847648,Mês 16,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2019.0
4152,53702.0,51717.81146133822,-1984.18853866178,Mês 17,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2019.0
4153,53546.0,51641.68537713632,-1904.314622863676,Mês 18,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2019.0
4154,54310.0,51537.2531075336,-2772.746892466399,Mês 19,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2019.0
4155,54052.0,51457.75165516316,-2594.248344836844,Mês 20,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2019.0
4156,53129.0,51390.17760772073,-1738.8223922792677,Mês 21,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2019.0
4157,53286.0,51232.74168135071,-2053.258318649292,Mês 22,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2019.0
4158,53825.0,50950.75843371851,-2874.241566281489,Mês 23,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2019.0
4159,55074.0,50754.80766348085,-4319.192336519147,Mês 24,Hyundai,HB20 Copa do Mundo 1.6 Flex 16V Aut.,2019.0
4172,41640.0,42055.71212121212,415.7121212121201,Mês 13,Hyundai,HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.,2015.0
4173,41159.0,42083.07070707071,924.0707070707068,Mês 14,Hyundai,HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.,2015.0
4174,41432.0,42044.3649372513,612.3649372513028,Mês 15,Hyundai,HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.,2015.0
4175,40501.0,42009.26918171615,1508.2691817161467,Mês 16,Hyundai,HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.,2015.0
4176,40446.0,42006.10976809725,1560.1097680972523,Mês 17,Hyundai,HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.,2015.0
4177,39512.0,42026.27892046679,2514.278920466786,Mês 18,Hyundai,HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.,2015.0
4178,38412.0,42018.95401295506,3606.9540129550583,Mês 19,Hyundai,HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec.,2015.0
